id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1875500060,2014-07-31,-0.39579963998260304,3.0,2.0,-0.19745332867495632,0.1572221860541981,2.0,0,0,3,7,1890,0,1994,,98019,47.7277,-121.962,1890,14018
6865200140,2014-05-29,-0.14633146946674241,4.0,1.0,-0.5275398057176568,-0.4235051543721632,1.5,0,0,4,7,1600,0,1916,,98103,47.6648,-122.343,1610,4300
16000397,2014-12-05,-0.9668045636077952,3.0,1.0,-0.9828314981903472,-0.09259789160354868,1.0,0,0,4,7,1200,0,1921,,98002,47.3089,-122.21,1060,5095
7983200060,2015-04-24,-0.8531579525950143,3.0,1.0,-0.9259200366312609,-0.0971292343009207,1.0,0,0,4,7,1250,0,1969,,98003,47.3343,-122.306,1280,8850
6300500875,2014-05-14,-0.4235183255954765,4.0,1.75,-0.5047752210940223,-0.38296156181672936,1.0,0,0,4,7,860,760,1947,,98133,47.7025,-122.341,1400,4980
2524049179,2014-08-26,4.0530494008835785,3.0,2.75,1.1228925794958458,1.9952182562106087,1.0,0,4,3,9,2330,720,1968,,98040,47.5316,-122.233,4110,20336
7137970340,2014-07-03,-0.7007051817242105,5.0,2.5,0.23507377917409952,-0.3042592939150048,2.0,0,0,3,8,2270,0,1995,,98092,47.3266,-122.169,2240,7005
8091400200,2014-05-16,-0.7902365362537916,3.0,1.5,-0.16330645173950453,-0.2255570260132803,1.0,0,0,3,7,1070,0,1985,,98030,47.3533,-122.166,1220,8386
3814700200,2014-11-20,-0.5787429650275675,3.0,2.25,0.4399550407868102,-0.29233470786928895,2.0,0,0,4,8,2450,0,1985,,98030,47.3739,-122.172,2200,6865
1202000200,2014-11-03,-0.8448423469111522,3.0,2.0,-0.402334590287667,-0.39983485107141725,1.5,0,0,5,6,1710,0,1941,,98002,47.3048,-122.218,1030,4705
1794500383,2014-06-26,1.1065531202351355,3.0,2.25,0.4399550407868102,-0.5194384491099471,2.0,0,0,3,8,1750,700,1915,,98119,47.6386,-122.36,1760,3573
3303700376,2014-12-01,0.35814860868755355,3.0,1.0,-0.755185651954002,-0.58561990166367,1.5,0,0,5,8,1400,0,1909,,98112,47.6221,-122.314,1860,3861
5101402488,2014-06-24,-0.2766092918472474,3.0,1.75,-0.618598144212195,-0.29948945949671846,1.0,0,0,3,7,790,730,1948,,98115,47.695,-122.304,1520,6235
1873100390,2015-03-02,0.5022857738744952,4.0,2.5,0.5765425485286173,-0.2522084758254552,2.0,0,0,3,8,2570,0,2005,,98052,47.7073,-122.11,2630,6026
8562750320,2014-11-10,0.1183819781361986,3.0,2.5,0.2919852407331858,-0.44258449204530853,2.0,0,0,3,8,2320,0,2003,,98027,47.5391,-122.07,2580,3980
2426039314,2014-12-01,-0.7145645245306472,3.0,1.5,-0.9942137905021644,-0.6044607476159011,3.0,0,0,3,7,1190,0,2005,,98133,47.7274,-122.357,1390,1756
461000390,2014-06-24,0.414971914193944,3.0,1.75,-0.16330645173950453,-0.38176910321215773,1.5,0,0,4,7,1510,820,1929,,98117,47.6823,-122.368,1460,5000
7589200193,2014-11-10,-0.007738041402375386,3.0,1.0,-1.108036713620337,-0.5010149636693161,1.5,0,0,4,8,1090,0,1929,,98117,47.6889,-122.375,1570,5080
7955080270,2014-12-03,-0.5967601106759353,4.0,2.75,-0.003954359374062914,-0.2828546619629449,1.0,0,0,3,7,1280,780,1981,,98058,47.4276,-122.157,2020,8720
9547205180,2014-06-13,0.43853279696488645,3.0,2.5,0.2692206561095513,-0.4974375878556014,1.5,0,0,3,8,1510,790,1930,2002.0,98115,47.6827,-122.31,1590,3264
9435300030,2014-05-28,0.03383998701693472,4.0,1.0,-0.45924605184675327,1.3978561182504738,1.0,0,0,1,5,930,730,1933,,98052,47.6621,-122.132,2160,11467
2768000400,2014-12-30,0.28330815753279537,4.0,2.0,-0.16330645173950453,-0.32214617298357856,2.0,0,0,4,8,2360,0,1904,,98107,47.6702,-122.362,1730,4700
7895500070,2015-02-13,-0.8254392669821409,4.0,1.0,-0.16330645173950453,-0.19842859275927674,1.0,0,0,2,7,890,330,1969,,98001,47.3341,-122.282,1290,7800
2078500320,2014-06-20,0.18629275788773844,4.0,2.5,0.6334540100877036,-0.2295517623385951,2.0,0,0,3,8,2620,0,1996,,98056,47.5301,-122.18,2620,11884
5547700270,2014-07-15,0.24173012911348526,4.0,2.5,0.5765425485286173,-0.35076517949329655,2.0,0,0,3,9,2570,0,2000,,98074,47.6145,-122.027,2470,5669
7766200013,2014-08-11,0.6575104133065863,4.0,2.25,2.454620779978465,0.7621564361533626,1.0,0,0,3,8,2600,1620,1984,,98166,47.445,-122.347,2410,30617
7203220400,2014-07-07,0.8986352594529721,5.0,2.75,1.7432275104898864,-0.34367005079609564,2.0,0,0,3,9,3595,0,2014,,98053,47.6848,-122.016,3625,5639
9270200160,2014-10-28,0.4080422427907257,3.0,1.0,-0.5616866826531086,-0.5439434734338932,2.0,0,0,3,7,1570,0,1922,,98119,47.6413,-122.364,1580,2640
1432701230,2014-07-29,-0.6341803362533144,3.0,1.0,-0.8917731596958092,-0.10416474006789304,1.0,0,0,4,6,920,360,1959,,98058,47.4485,-122.175,1340,8808
8035350320,2014-07-18,-0.1380158637828804,3.0,2.5,1.2480977949258356,0.131166965544309,2.0,0,0,3,8,3160,0,2003,,98019,47.7443,-121.977,3050,9232
8945200830,2015-03-25,-0.9072371082257302,3.0,1.0,-1.2218596367385097,-0.17141940536573036,1.0,0,0,3,6,990,0,1966,,98023,47.3066,-122.371,1228,8840
4178300310,2014-07-16,0.6852290989194597,4.0,2.5,0.25783836379773406,0.1200174775915647,2.0,0,0,4,9,2290,0,1981,,98007,47.6194,-122.151,2680,13685
9215400105,2015-04-28,-0.24334686911179934,3.0,1.75,-0.9259200366312609,-0.324352221402036,1.0,0,0,4,7,1250,0,1953,,98115,47.6796,-122.301,970,5100
822039084,2015-03-11,2.2513348360468073,3.0,2.5,0.7848384978348731,3.1959048251537365,1.0,1,2,5,9,2165,588,1953,,98070,47.4041,-122.451,2680,72513
5245600105,2014-09-16,-0.858701689717589,3.0,1.0,-0.9942137905021644,-0.13141241918235375,1.0,0,0,3,7,1190,0,1955,,98148,47.4258,-122.322,1190,9364
7231300125,2015-02-17,-0.5343930680469701,5.0,2.5,1.2367155026140184,-0.13528790964721138,1.0,0,0,4,8,1640,1510,1966,,98056,47.4934,-122.189,1990,9133
7518505990,2014-12-31,0.17243341508130175,3.0,1.75,-0.7438033596421848,-0.4366221990224506,1.0,0,0,4,7,1000,410,1950,,98117,47.6808,-122.384,1410,4080
3626039271,2015-02-05,0.13085538666199165,2.0,1.75,-0.09501269786860099,-0.17010770090070162,1.0,0,0,3,7,990,990,1981,,98117,47.6989,-122.369,1480,6738
4217401195,2015-03-03,1.0594313546932508,3.0,2.25,0.7586592255176935,-0.32214617298357856,1.5,0,0,3,8,2130,600,1927,,98105,47.6571,-122.281,2730,6000
9822700295,2014-05-12,0.9624159550481938,4.0,2.5,0.872482148635866,-0.38176910321215773,2.0,0,0,3,9,2830,0,1995,,98105,47.6597,-122.29,1950,5000
9478500640,2014-08-19,-0.6799161675145554,4.0,2.5,0.212309194550465,-0.4118786829775902,2.0,0,0,3,7,2250,0,2008,,98042,47.3663,-122.114,2250,4500
2799800710,2015-04-07,-0.656355284743613,3.0,2.5,0.4058081638513584,-0.39667483576930257,2.0,0,0,3,8,2420,0,2003,,98042,47.3663,-122.122,2690,4750
7922800400,2014-08-27,1.1453592800931582,5.0,3.25,1.3505384257321909,0.17522831098322902,2.0,0,4,4,8,3250,0,1968,,98008,47.588,-122.116,2960,11044
8079040320,2015-02-23,-0.29878424033754614,4.0,3.0,-0.16330645173950453,-0.08508540239474771,2.0,0,0,3,8,1850,0,1991,,98059,47.5059,-122.149,2270,8542
1516000055,2014-12-10,0.31102684314566875,3.0,2.25,0.09848627143229241,0.5862091690488254,1.0,0,3,4,8,1590,560,1959,,98166,47.4336,-122.339,2570,18900
9558200045,2014-08-28,-0.6896177074790611,3.0,1.75,-0.9145377443194437,-0.17905114043498851,1.0,0,0,3,7,1260,0,1954,,98148,47.4366,-122.335,1290,8750
5072410070,2014-10-21,-0.0908940982409956,3.0,1.75,0.5184928577383493,-0.16176049066870055,2.0,0,0,5,8,2519,0,1973,,98166,47.4428,-122.344,2500,9500
9528102996,2014-12-07,0.03106811845564738,3.0,1.75,-0.5958335595885604,-0.617637415196417,3.0,0,0,3,8,1540,0,2014,,98115,47.6765,-122.32,1580,3090
1189001180,2014-06-03,-0.31264358314398283,3.0,2.25,-0.45924605184675327,-0.32214617298357856,1.0,0,0,3,7,1110,550,1979,,98122,47.6113,-122.297,1440,4080
3253500160,2014-11-20,-0.610272969912211,3.0,2.75,0.8041883947649625,-0.4527800131143956,1.5,0,0,5,7,1770,1000,1925,,98144,47.5747,-122.304,1440,4000
3394100030,2014-09-09,1.2118841255640544,4.0,2.5,0.7472769332058762,-0.02110999825948224,2.0,0,0,3,10,2720,0,1989,,98004,47.5815,-122.192,2750,11049
3717000160,2014-10-09,-0.6951614446016359,4.0,2.5,0.20092690223864776,-0.4027563746526176,2.0,0,0,3,7,2240,0,2005,,98001,47.3378,-122.257,2221,4557
1274500060,2014-08-25,-0.9252265351884851,3.0,1.0,-1.2104773444266923,0.03976501350389711,1.0,0,0,4,7,1000,0,1968,,98042,47.3621,-122.11,1010,12635
1802000060,2014-06-12,2.1820381220146237,5.0,2.25,1.2936269641731046,-0.2255570260132803,1.0,0,0,3,8,1600,1600,1965,,98004,47.6303,-122.215,3390,20158
1525059190,2014-09-12,1.3920555820477316,5.0,3.25,3.0806468571284142,2.3068673125153922,1.0,0,0,4,11,3070,1700,1973,,98005,47.6525,-122.16,3530,38917
1049000060,2015-01-05,-0.5898304392727169,3.0,2.0,-0.9145377443194437,-0.3452798699122673,1.0,0,0,4,7,1260,0,1972,,98034,47.7362,-122.179,1640,4745
8820901275,2014-06-10,0.09204922680396888,4.0,2.0,0.781423810141328,-0.21440753806053597,1.5,0,0,5,7,2250,500,1916,,98125,47.7168,-122.287,1510,7807
5416510140,2014-07-10,-0.49281503962766,4.0,2.5,0.36027899460408935,-0.38176910321215773,2.0,0,0,3,8,2380,0,2005,,98038,47.3608,-122.036,2420,5000
3444100400,2015-03-16,-0.5233055938018207,3.0,1.75,-0.3112762517931289,2.332803287164824,1.0,0,0,5,7,1090,700,1965,,98042,47.3511,-122.073,1940,50529
3276920270,2014-11-05,0.8168928555806084,4.0,4.0,1.5554196873449015,1.413000342528533,2.0,0,0,4,10,2390,1040,1986,,98075,47.5822,-121.987,3240,35020
4036801170,2014-10-13,-0.43737766840191317,4.0,1.75,-0.34542312872858066,-0.2446363636864256,1.0,0,0,3,7,880,880,1956,,98008,47.6034,-122.125,1680,7500
2391600320,2015-04-20,-0.1601908122731791,3.0,1.0,-1.1649481751794233,-0.378191727398443,1.0,0,0,3,7,1040,0,1941,,98116,47.5636,-122.394,890,5060
6300000287,2014-06-09,-0.35422161156329296,3.0,1.0,-0.7438033596421848,-0.378191727398443,1.0,0,0,4,7,910,500,1956,,98133,47.7073,-122.34,1130,5693
1531000030,2015-03-23,0.5050576424357827,4.0,2.5,1.5781842719685362,1.6861329859056542,2.0,0,0,3,10,3450,0,2002,,98010,47.342,-122.025,3350,39750
5104520400,2014-12-02,-0.4096589827890398,3.0,2.5,0.3261321176686376,-0.37580681018929984,2.0,0,0,3,8,2350,0,2003,,98038,47.3512,-122.008,2350,5363
7437100340,2014-12-22,-0.49281503962766,4.0,2.5,-0.18607103636313907,-0.32876431823895086,2.0,0,0,3,7,1900,0,1992,,98038,47.349,-122.031,1870,6405
9418400240,2014-10-28,-0.5066743824340967,2.0,1.0,-0.04948352862133195,-0.27921766321900154,1.0,0,0,3,7,1010,1010,1948,,98118,47.5474,-122.291,1720,6720
1523059105,2015-01-28,-0.5039025138728094,3.0,1.5,-0.43648146722311876,-0.1604487862036718,1.0,0,0,3,8,1680,0,1964,,98059,47.4811,-122.149,1850,8797
1133000671,2014-06-02,-0.6175491248855903,3.0,1.0,-1.2560065136739613,-0.28434523521865934,1.0,0,0,3,6,960,0,1952,,98125,47.7264,-122.31,1570,7203
4232902595,2014-11-14,1.1148687259189975,3.0,1.5,0.08710397912047516,-0.46524120553216863,2.0,0,0,3,9,1900,240,1925,,98119,47.6337,-122.365,2020,4800
2599001200,2014-11-03,-0.6452678104984637,5.0,2.25,0.6789831793349727,-0.17905114043498851,1.5,0,0,5,7,2660,0,1961,,98092,47.2909,-122.189,1590,8165
3342103156,2014-06-18,-0.2128563149376386,3.0,3.25,0.8041883947649625,-0.30557099838003354,2.0,0,0,3,9,1980,790,2006,,98056,47.5228,-122.199,1900,7349
1332700270,2014-05-19,-0.8947359810143244,2.0,2.25,-0.16330645173950453,-0.5582529766887522,2.0,0,0,4,7,1610,0,1979,,98056,47.518,-122.194,1950,2025
3869900162,2014-09-04,-0.5621117536598434,2.0,1.75,-1.1763304674912405,-0.6163257107313883,2.0,0,0,3,7,765,265,2006,,98136,47.5394,-122.387,1030,1106
2791500270,2014-05-22,-0.8157377270176351,4.0,2.5,-0.09501269786860099,-0.23849520187288195,2.0,0,0,3,7,1980,0,1988,,98023,47.2897,-122.372,1980,7510
5036300431,2015-03-11,1.5580350714976174,5.0,2.75,1.657860318151257,-0.3010992786128901,2.0,0,0,4,10,3520,0,2001,,98199,47.6506,-122.391,2520,6250
4168000060,2015-02-26,-1.0665918318141394,3.0,1.0,-0.9828314981903472,-0.053842986954972215,1.0,0,0,3,7,1200,0,1962,,98023,47.322,-122.351,1350,10500
6021501535,2014-07-25,-0.29878424033754614,3.0,1.5,-0.5503043903412913,-0.38176910321215773,1.0,0,0,3,8,1290,290,1939,,98117,47.687,-122.386,1570,4500
6021501535,2014-12-23,0.4496202712100358,3.0,1.5,-0.5503043903412913,-0.38176910321215773,1.0,0,0,3,8,1290,290,1939,,98117,47.687,-122.386,1570,4500
1483300570,2014-09-08,1.0178533262739407,4.0,2.5,1.4074498872912773,-0.2255570260132803,1.0,0,0,3,7,2390,910,1946,1991.0,98040,47.5873,-122.249,1950,6045
3422049190,2015-03-30,-0.8046502527724858,3.0,1.75,-0.1177772824922355,0.25506341455929654,1.0,0,0,3,7,1960,0,1967,,98032,47.3576,-122.277,1750,15616
1099611230,2014-09-12,-0.9390858779949218,4.0,1.5,-1.0283606674376162,-0.2982970008921469,1.0,0,0,4,7,1160,0,1975,,98023,47.3036,-122.378,1160,6400
722079104,2014-07-11,-0.6203209934468776,3.0,1.75,-0.2885116671694944,1.8123547291995563,1.0,0,0,5,7,1210,600,1980,,98038,47.4109,-121.958,1650,135036
7338200240,2014-05-16,-0.27799522612789107,3.0,2.5,0.2919852407331858,1.5170423557774038,2.0,0,2,3,9,2320,0,1992,,98045,47.4838,-121.714,2550,35065
1952200240,2014-06-11,0.8677012063090054,3.0,2.5,0.0074279329377543455,0.10958346480156335,1.5,0,0,5,9,1270,800,1910,,98102,47.6415,-122.315,2200,4500
5200100125,2014-10-27,0.047699329823371425,3.0,2.0,-0.09501269786860099,-0.4725152030200553,1.5,0,0,4,7,1440,540,1929,,98117,47.6775,-122.372,1610,3478
7214720075,2014-12-12,0.44948167778197146,3.0,2.25,0.14401544067956146,-0.2255570260132803,2.0,0,0,4,8,2190,0,1983,,98077,47.7731,-122.08,2570,47777
2450000295,2014-10-07,1.525105272989524,3.0,2.5,0.9749227794422214,-0.19616292141059075,2.0,0,0,3,8,2920,0,1950,2010.0,98004,47.5814,-122.196,2370,8113
6197800045,2014-09-24,-0.6868458389177738,3.0,1.0,-0.9714492058785299,1.342466416068124,1.0,0,0,3,7,1210,0,1954,,98058,47.4375,-122.184,1640,14910
1328310370,2015-04-02,-0.45123701120834986,3.0,2.25,0.31474982535682033,-0.08335633741811892,1.0,0,0,4,8,1460,880,1978,,98058,47.4431,-122.133,2250,8162
546000875,2014-05-23,-0.21562818349892593,3.0,1.0,-0.16330645173950453,-0.44109391878959403,1.5,0,0,4,7,1170,500,1939,,98117,47.6878,-122.38,1240,4005
3530510041,2014-07-23,-0.9681904978884389,2.0,1.75,-0.9373023289430782,-0.5312437892952058,1.0,0,0,4,8,1240,0,1985,,98198,47.3813,-122.322,1270,4966
1853000400,2015-03-05,0.394182899984289,4.0,2.5,1.225333210302201,0.991764340463621,2.0,0,0,4,10,3140,0,1991,,98077,47.7304,-122.082,2990,35001
3134100116,2014-08-27,-0.18790949788605252,5.0,1.75,-0.03810123630951469,0.055982450526070655,2.0,0,0,4,7,2030,0,1942,,98052,47.6417,-122.109,2500,9433
9545230140,2014-07-25,0.16619671081840523,3.0,2.5,0.28060294842136857,-0.10607267383520758,2.0,0,0,3,8,2310,0,1984,,98027,47.5386,-122.053,1940,9636
3362400511,2015-03-04,0.08927735824268153,3.0,1.75,-0.9145377443194437,-0.2255570260132803,1.0,0,0,5,6,700,560,1905,,98103,47.6823,-122.349,1380,3536
2525310310,2014-09-16,-0.7353535387403023,3.0,1.75,-0.5958335595885604,0.07136516652504409,1.0,0,0,4,7,1160,380,1980,,98038,47.3624,-122.031,1540,11656
6126500060,2014-11-24,-0.5761096898943445,3.0,1.75,0.018810225249571603,-0.32399448382066454,1.0,0,2,3,7,1080,1000,1971,,98108,47.5474,-122.295,2090,5500
8961960160,2014-10-28,-0.1601908122731791,4.0,2.5,1.3277738411085565,0.28427865037130035,2.0,0,3,3,9,2520,710,2001,,98001,47.3183,-122.253,2640,8517
3626039325,2014-11-21,0.5618809479421731,3.0,3.5,2.6367374569675412,-0.30127814740357584,2.0,0,0,3,8,2780,1600,1900,1999.0,98117,47.6981,-122.368,1830,6350
3362400431,2014-06-26,-0.05347387266361651,3.0,3.5,-0.16330645173950453,-0.6141792852431595,3.0,0,0,3,8,1590,0,2010,,98103,47.6824,-122.347,1620,3166
4060000240,2014-06-23,-0.9212766224886506,2.0,1.0,-1.3470648521684996,-0.2756402874052868,1.0,0,0,4,6,880,0,1945,,98178,47.5009,-122.248,1190,6780
3454800060,2015-01-08,-1.0144807028619374,4.0,2.0,-0.5616866826531086,-0.10750362416069348,1.0,0,0,3,6,1570,0,1950,,98168,47.4965,-122.303,1880,9000
1695900060,2015-05-11,-0.007738041402375386,4.0,1.0,-0.5161575134058396,-0.5020881764134305,1.5,0,0,4,7,1610,0,1925,,98144,47.587,-122.294,1610,4040
7278700070,2015-01-02,0.3387455287585422,3.0,2.5,0.3830435792277239,-0.29388490405523204,1.0,0,2,3,8,1560,840,1964,,98177,47.7728,-122.386,2340,10856
6675500070,2014-11-19,-0.40550117994710877,3.0,2.0,-0.6982741903949157,-0.2255570260132803,1.0,0,0,3,7,1450,0,1987,,98034,47.7288,-122.226,1580,9104
3626039187,2015-04-06,-0.39579963998260304,2.0,1.0,-1.4722700675984892,-0.32214617298357856,1.0,0,0,3,6,770,0,1953,,98117,47.6999,-122.364,1710,6000
3524049083,2014-11-04,-0.257206211918236,4.0,1.75,0.04157480987320612,-0.41754286134930524,1.5,0,0,5,7,1720,380,1924,,98118,47.5299,-122.266,1850,4400
3275860240,2014-06-18,0.6436510705001497,3.0,2.25,0.9635404871304041,-0.07149137430263165,2.0,0,0,3,9,2910,0,1990,,98052,47.6897,-122.098,2700,13992
4389200955,2015-03-02,2.5285216921755413,4.0,2.75,0.781423810141328,0.3807485514811415,1.5,0,0,3,8,1980,770,1914,1992.0,98004,47.6141,-122.212,3060,11275
4058801670,2014-07-17,-0.257206211918236,3.0,2.25,0.04157480987320612,-0.19091610355047578,1.0,0,2,3,8,1620,480,1967,,98178,47.5091,-122.244,2660,8712
8732020310,2014-07-17,-0.770001895756394,4.0,2.25,0.10986856374410968,-0.15454611611104246,1.0,0,0,3,8,1360,800,1978,,98023,47.3129,-122.39,2090,8400
2331300505,2014-06-13,0.789174169967735,5.0,3.5,0.2919852407331858,-0.3841540204213009,2.0,0,0,5,7,1720,600,1926,,98103,47.6763,-122.352,1700,4960
7853210060,2015-04-06,-0.29878424033754614,4.0,2.5,0.0074279329377543455,-0.4229089250698774,2.0,0,0,3,7,2070,0,2004,,98065,47.5319,-121.85,1970,3748
3668000070,2015-01-05,-0.9030515866981864,3.0,1.75,-1.1421835905557889,-0.21035317880499257,1.0,0,0,4,7,1060,0,1986,,98092,47.2761,-122.152,1420,7680
9545240070,2015-04-28,0.34013146303918584,4.0,2.25,-0.06086582093314921,-0.10732475537000774,1.0,0,0,3,8,1440,570,1986,,98027,47.5343,-122.054,2060,9793
1243100136,2014-06-12,0.6824572303581724,3.0,3.5,2.147298887559399,-0.2255570260132803,1.5,0,0,3,9,2460,1490,1989,,98052,47.697,-122.072,2480,88500
8929000270,2014-05-12,-0.23434938376186062,3.0,2.5,-0.06086582093314921,-0.5435261129222931,2.0,0,0,3,8,1390,620,2014,,98029,47.5517,-121.998,1690,1662
2767602356,2015-01-26,0.38032355717785227,4.0,3.5,0.08710397912047516,-0.5440627192943503,3.0,0,0,3,9,2140,0,2005,,98107,47.6734,-122.38,1540,2285
921049315,2014-08-13,-0.9390858779949218,3.0,1.75,-0.84624399044854,0.3569590023199384,1.0,0,0,4,7,1320,0,1956,,98003,47.3257,-122.296,1550,19265
3655000070,2014-08-05,-0.8808766382078876,4.0,1.75,-0.16330645173950453,-0.21243998136299286,1.0,0,0,3,7,1010,1010,1968,,98003,47.3309,-122.299,1750,8140
4027700812,2014-05-29,-0.23780313198922465,4.0,2.25,0.5993071331522518,-0.08353520620880465,1.0,0,0,4,8,1340,1250,1968,,98028,47.7689,-122.266,1550,10436
3992700335,2014-07-07,-0.4304479969986948,2.0,1.0,-0.9942137905021644,-0.4151579441401621,1.0,0,0,3,6,1190,0,1981,,98125,47.7135,-122.287,1060,5715
2767603505,2014-05-07,-0.04945466324974986,3.0,2.25,-1.016978375125799,-0.6054147144995583,3.0,0,0,3,8,1170,0,2014,,98107,47.6722,-122.381,1350,1310
4232901525,2014-06-27,0.3526048715649789,2.0,1.0,-1.0852721289967024,-0.4890903776236003,1.0,0,0,3,7,1110,0,1925,,98119,47.6338,-122.358,1170,3600
1777500060,2014-07-08,-0.02797268189977297,5.0,2.5,0.8610998563240487,-0.1209187834621238,1.0,0,0,4,8,1550,1270,1968,,98006,47.5707,-122.128,2820,9375
1432900240,2015-05-08,-0.9224546666271978,3.0,1.0,-0.5161575134058396,-0.16837863592407284,1.0,0,0,4,7,1010,600,1962,,98058,47.4563,-122.171,1610,8579
6140100875,2015-04-15,-0.3265029259504195,3.0,1.0,-0.16330645173950453,-0.2255570260132803,1.0,0,0,4,7,940,120,1923,,98133,47.7144,-122.351,1560,7940
6071600370,2015-02-27,-0.10475344104743231,4.0,2.25,-0.03810123630951469,-0.17207525759824474,1.0,0,0,4,8,1380,650,1961,,98006,47.5495,-122.174,2230,8824
809001525,2014-06-25,0.9762752978546305,4.0,1.0,0.5537779639049828,-0.44139203344073696,2.0,0,0,3,8,2370,180,1905,,98109,47.6354,-122.353,2200,4000
3224079105,2014-08-06,-0.29878424033754614,3.0,2.5,-0.16330645173950453,-0.2255570260132803,2.0,0,0,3,7,2420,0,2007,,98027,47.5262,-121.943,1940,193842
8075400570,2014-10-30,-0.7755456328789687,5.0,2.0,0.22369148686228227,0.06540287350218617,1.0,0,0,4,8,1130,1130,1960,,98032,47.3887,-122.286,1360,18000
1994200024,2014-11-04,-0.07426288687327155,3.0,1.0,-0.7210387750185502,-0.4738865304153126,1.0,0,0,3,7,980,450,1947,,98103,47.6873,-122.336,1450,4599
3362900810,2014-08-20,-0.01558242943081856,3.0,2.0,-0.800714821201271,-0.495648899948744,2.0,0,0,3,8,1360,0,1990,,98103,47.6838,-122.353,1500,3090
1324300398,2015-04-09,0.061558672629808124,3.0,1.0,-1.0852721289967024,-0.38176910321215773,1.5,0,0,3,7,1110,0,1947,,98107,47.655,-122.359,1420,5000
537000445,2015-03-31,-0.7063875122748495,3.0,1.0,-0.9259200366312609,-0.19097572648070435,1.0,0,0,4,7,1250,0,1954,,98003,47.3255,-122.304,1680,8633
7855801670,2015-04-01,4.746016541205414,4.0,3.25,3.547320841912922,0.5036314106822432,2.0,0,3,3,12,3540,1640,2006,,98006,47.562,-122.162,3160,9750
7920100045,2014-05-16,-0.5205337252405334,1.0,1.0,-1.55194611378121,-0.37580681018929984,1.0,0,0,3,7,700,0,1942,,98115,47.679,-122.3,1010,5100
8960000030,2014-07-28,-0.8947359810143244,3.0,1.0,-1.0055960828139816,-0.22263550243207988,1.0,0,0,4,7,1180,0,1967,,98058,47.4479,-122.176,1190,7669
